Title,Location,Rent,Area,Furnishing,Bathrooms
4 BHK House for Rent in Jnanabharathi BDA Layout Bangalore,,"₹99,000",Super Area3900 sqft,4,4.0
Warehouse/ Godown for Rent in Nelamangala Road Bangalore,,₹7.5 Lac,"Super Area35,000 sqft",Bachelors/Family,
2 BHK Flat for Rent in Bangalore,,"₹40,000",Super Area1340 sqft,2,6.0
"2 BHK Flat for Rent in The Foyer, Ramamurthy Nagar, Bangalore",,"₹25,000",Carpet Area1150 sqft,2,2.0
"2 BHK Flat for Rent in Unicca Emporis, Varthur, Bangalore",,"₹70,000",Super Area1755 sqft,2,16.0
"3 BHK Flat for Rent in Mahaveer Ranches, Hosa Road, off Hosur Road, Bangalore",,"₹55,000",Super Area1725 sqft,3,13.0
"1 BHK House for Rent in Udayanagar Extension, Mahadevapura Bangalore",,"₹13,000",Carpet Area350 sqft,1,1.0
Warehouse/ Godown for Rent in Kumbalgodu Bangalore,,₹4.3 Lac,"Super Area18,500 sqft",Bachelors/Family,
Office Space for Rent in Mathikere Bangalore,,"₹30,000",Carpet Area1200 sqft,Bachelors/Family,3.0
"4 BHK Flat for Rent in Chikkanahalli, Bangalore",,₹1.5 Lac,Super Area2232 sqft,4,4.0
5 BHK Villa for Rent in Whitefield Bangalore,,₹2.8 Lac,Super Area5000 sqft,6,6.0
"3 BHK Flat for Rent in Icon, Thanisandra, Bangalore",,"₹56,000",Carpet Area1800 sqft,3,30.0
Industrial Land for Rent in Gollarapalya Bangalore,,₹2.2 Lac,Built Area20000 sqft,Immediately,
Office Space for Rent in Magadi Main Road Bangalore,,₹1.6 Lac,Carpet Area2800 sqft,Bachelors/Family,3.0
Warehouse/ Godown for Rent in Vivekananda Nagar Kathreguppe Bangalore,,₹1.5 Lac,Super Area6000 sqft,Immediately,
Office Space for Rent in Sarjapur Road Bangalore,,"₹80,000",Carpet Area1000 sqft,Bachelors/Family,3.0
Office Space for Rent in Yelahanka New Town Bangalore,,"₹75,000",Carpet Area2100 sqft,Bachelors/Family,3.0
Warehouse/ Godown for Rent in Mathikere Bangalore,,"₹18,000",Super Area800 sqft,Immediately,
4 BHK House for Rent in Hsr Layout Bangalore,,₹1.5 Lac,Carpet Area4500 sqft,4,4.0
1 BHK Villa for Rent in Mandur Bangalore,,"₹12,000",Super Area550 sqft,1,1.0
2 BHK House for Rent in Mudalapalya Bangalore,,"₹16,000",Super Area1200 sqft,2,2.0
Office Space for Rent in Whitefield Bangalore,,"₹65,000",Carpet Area702 sqft,Bachelors/Family,3.0
"2 BHK Flat for Rent in Candeur Rise, Varthur, Bangalore",,"₹40,000",Carpet Area850 sqft,2,2.0
Office Space for Rent in Brookefield Bangalore,,₹8 Lac,Carpet Area15000 sqft,Bachelors/Family,4.0
2 BHK House for Rent in BTM LAYOUT 2nd Stage Bangalore,,"₹19,000",Carpet Area1800 sqft,2,2.0
Office Space for Rent in Brookefield Bangalore,,₹4.5 Lac,Carpet Area5000 sqft,Bachelors/Family,4.0
"2 BHK Flat for Rent in NCN Crystal, Hagadur Main Road, Bangalore",,"₹29,000",Super Area1000 sqft,2,2.0
"2 BHK Flat for Rent in Sattva Opus, Tumkur Road, Bangalore",,"₹35,000",Super Area1239 sqft,2,2.0
Office Space for Rent in Kengeri Satellite Town Bangalore,,"₹60,000",Super Area1600 sqft,Bachelors/Family,1.0
Office Space for Rent in Basavanagudi Bangalore,,₹1.5 Lac,Carpet Area2500 sqft,Bachelors/Family,3.0
2 BHK House for Rent in Muddinapalya Main Road Bangalore,,"₹20,000",Super Area820 sqft,2,2.0
"3 BHK Flat for Rent in Concorde Amber, Sarjapur Road, Bangalore",,"₹45,000",Carpet Area1100 sqft,2,2.0
"Shop for Rent in Vishwapriya Nagar, Begur Bangalore",,"₹20,000",Carpet Area600 sqft,Bachelors/Family,
Office in IT Park/ SEZ for Rent in Bagaluru Bangalore,,₹11 Lac,Carpet Area27000 sqft,Bachelors/Family,3.0
2 BHK House for Rent in Block 11th Anjanapura Bangalore,,"₹26,500",Carpet Area1000 sqft,1,1.0
Warehouse/ Godown for Rent in Medahalli Bangalore,,₹1.3 Lac,Super Area5000 sqft,Immediately,
"Office Space for Rent in Veerannapalya, Nagavara Bangalore",,₹1.2 Lac,Carpet Area1500 sqft,Bachelors/Family,5.0
Office Space for Rent in Krishna Reddy Layout Domlur Bangalore,,₹2 Lac,,Bachelors/Family,3.0
Office Space for Rent in Chandapura Bangalore,,"₹80,000",Carpet Area1800 sqft,Immediately,
Office Space for Rent in Thanisandra Bangalore,,"₹60,000",Super Area1600 sqft,Bachelors/Family,2.0
"1 BHK Flat for Rent in Midtown Raaga, Kodigenahalli, Bangalore",,"₹12,000",Carpet Area450 sqft,1,1.0
Land for Rent in Samethanahalli Bangalore,,₹1.5 Lac,Built Area33000 sqft,Immediately,
Office Space for Rent in Yeshwanthpur Industrial Suburb Bangalore,,₹1.8 Lac,Carpet Area3350 sqft,Bachelors/Family,3.0
2 BHK Flat for Rent in Bangalore,,"₹16,000",Super Area975 sqft,2,3.0
Showroom for Rent in Subbannaiah Palya Bangalore,,₹1.9 Lac,Super Area1200 sqft,Bachelors/Family,4.0
Land for Rent in Begur Hulimavu Road Bangalore,,₹1.6 Lac,Built Area5000 sqft,Immediately,
Office Space for Rent in Chamrajpet Bangalore,,₹6.5 Lac,Super Area9000 sqft,Bachelors/Family,4.0
Land for Rent in Airport Hotel for lease Bangalore,,₹18 Lac,Built Area50000 sqft,Immediately,
"3 BHK Flat for Rent in Puravankara Purva Westend, Hosur Road, Bangalore",,"₹75,000",Super Area1511 sqft,3,3.0
Office Space for Rent in Whitefield Bangalore,,₹5.2 Lac,Super Area9543 sqft,Bachelors/Family,5.0
4 BHK Villa for Rent in Jigani Bangalore,,"₹86,000",Carpet Area4927 sqft,6,6.0
1 BHK House for Rent in hoshalli Gollarapalya Bangalore,,₹8 Lac,Carpet Area750 sqft,1,1.0
Shop for Rent in Phase 5th Yelahanka Bangalore,,"₹30,000",Super Area330 sqft,Immediately,
Warehouse/ Godown for Rent in KIADB Industrial Area Bangalore,,₹16 Lac,"Super Area40,000 sqft",Immediately,
Office Space for Rent in Whitefield Bangalore,,₹5 Lac,Carpet Area15000 sqft,Bachelors/Family,4.0
Office Space for Rent in A Block AECS Layout Bangalore,,"₹80,000",Carpet Area2070 sqft,Bachelors/Family,3.0
Industrial Shed for Rent in Kumbalagodu Bangalore,,"₹60,000",,Immediately,
5 BHK Villa for Rent in New Airport Road Bangalore,,₹2.5 Lac,Carpet Area4000 sqft,5,5.0
"3 BHK Flat for Rent in Northroof Nitesh Hyde Park II, Hulimavu, Bangalore",,"₹35,000",Super Area1222 sqft,2,2.0
Office Space for Rent in Hesarghatta Road Bangalore,,₹1.5 Lac,Carpet Area1800 sqft,Bachelors/Family,3.0
Office Space for Rent in Jayachamaraja Road Bangalore,,"₹75,600",Carpet Area1252 sqft,Bachelors/Family,11.0
Shop for Rent in Block 9th Jayanagara Bangalore,,₹2.1 Lac,Carpet Area2500 sqft,Bachelors/Family,
Office Space for Rent in Dollars Colony Stage 2nd RMV Bangalore,,₹6.5 Lac,Carpet Area19000 sqft,Bachelors/Family,5.0
Office Space for Rent in Rajarajeshwari Temple Road Bangalore,,₹2.7 Lac,Carpet Area3800 sqft,Bachelors/Family,5.0
Office Space for Rent in Kalasipalya Bangalore,,₹4.5 Lac,Carpet Area2600 sqft,Bachelors/Family,2.0
Industrial Land for Rent in Bidadi Ramnagara Bangalore,,"₹74,520",,Immediately,
"Office Space for Rent in Embassy Golf Links Business Park, Challaghatta Bangalore",,₹1.8 Lac,Super Area1600 sqft,Bachelors/Family,5.0
Office Space for Rent in Marathahalli Bangalore,,"₹75,000",Carpet Area900 sqft,Bachelors/Family,4.0
3 BHK House for Rent in Gandhi Nagar Yelahanka Bangalore,,"₹80,000",Carpet Area2000 sqft,2,2.0
"Showroom for Rent in Nagarbhavi, Bangalore Bangalore",,₹1 Lac,Super Area3000 sqft,Immediately,
3 BHK Flat for Rent in Bangalore,,"₹18,000",Super Area950 sqft,2,3.0
Office Space for Rent in Sector 4 HSR Layout Bangalore,,₹4.1 Lac,Super Area1200 sqft,Bachelors/Family,4.0
Office Space for Rent in Block 4th Jayanagar Bangalore,,₹1.2 Lac,Super Area1800 sqft,Bachelors/Family,3.0
2 BHK House for Rent in Koramangala Bangalore,,"₹18,000",Super Area600 sqft,2,2.0
Office Space for Rent in Kengeri Upanagara Bangalore,,"₹65,000",Carpet Area900 sqft,Bachelors/Family,2.0
Warehouse/ Godown for Rent in SJ Warehouse Bangalore,,₹1 Lac,Super Area5500 sqft,Immediately,
Industrial Shed for Rent in Sarjapur Main Road Bangalore,,₹10 Lac,"Super Area17,000 sqft",Immediately,
3 BHK Villa for Rent in Alur Bangalore,,₹1.2 Lac,Super Area1400 sqft,3,3.0
Showroom for Rent in Siddanna Layout Bikasipura Bangalore,,"₹85,000",Carpet Area840 sqft,Bachelors/Family,5.0
"1 BHK Flat for Rent in Soukya Road, Bangalore",,"₹16,000",Carpet Area300 sqft,1,1.0
Office Space for Rent in Block 5th Jayanagar Bangalore,,₹2.2 Lac,Carpet Area2200 sqft,Bachelors/Family,3.0
Land for Rent in Sudhama Nagar Bangalore,,₹4 Lac,,Immediately,
Industrial Building for Rent in Machohalli Bangalore,,"₹90,000","Super Area12,800 sqft",Immediately,2.0
Shop for Rent in Samartha Bangalore,,"₹60,000",Super Area1000 sqft,Immediately,
Industrial Shed for Rent in Arekere Bangalore,,"₹60,000",Super Area3500 sqft,Immediately,
"3 BHK Flat for Rent in Mahaveer Tranquil, Itpl, Whitefield, Bangalore",,"₹32,000",Super Area1564 sqft,3,3.0
"1 BHK Flat for Rent in Someshvarapura Layout, Jogupalya, Bangalore",,"₹13,000",Super Area450 sqft,1,1.0
Office Space for Rent in Ambalipura Haralur Bangalore,,₹4.5 Lac,Carpet Area7420 sqft,Bachelors/Family,4.0
2 BHK House for Rent in Ayyepa Nagar Bangalore,,"₹13,500",Super Area1150 sqft,2,2.0
Land for Rent in Maralakunte Bangalore,,₹3 Lac,Built Area23000 sqft,Immediately,
Industrial Shed for Rent in Chokkahalli Bangalore,,₹10.1 Lac,"Super Area10,000 sqft",Immediately,
Land for Rent in Whitefield-Hoskote Road Bangalore,,₹10 Lac,Built Area78000 sqft,Immediately,
"Industrial Land for Rent in Balagaranahalli, Atiibele Hobli Bangalore",,₹2 Lac,Built Area5500 sqft,Immediately,
Shop for Rent in Banjara Layout Bangalore,,₹5 Lac,Carpet Area44000 sqft,Bachelors/Family,
"3 BHK Flat for Rent in Mahaveer Ranches, Hosa Road Area, Bangalore",,"₹60,000",Super Area1364 sqft,2,2.0
Land for Rent in Devanahalli Bangalore,,₹6 Lac,Built Area65000 sqft,Immediately,
2 BHK House for Rent in Smv layout 1st block Bangalore,,"₹16,000",Super Area900 sqft,1,2.0
Industrial Land for Rent in Devanahalli Bangalore,,₹17.6 Lac,,Immediately,
Office Space for Rent in Vijayanagar Bangalore,,₹1.7 Lac,Carpet Area1500 sqft,Bachelors/Family,3.0
4 BHK Villa for Rent in Kannuru Bangalore,,₹2 Lac,Carpet Area3000 sqft,5,5.0
2 BHK House for Rent in Anchepalya Bangalore,,"₹13,000",Carpet Area1200 sqft,2,2.0
Warehouse/ Godown for Rent in Phase 2 Electronic City Bangalore,,₹2 Lac,Super Area6000 sqft,Immediately,
Warehouse/ Godown for Rent in Adakamaranahalli Bangalore,,₹11 Lac,"Super Area53,000 sqft",Bachelors/Family,
Warehouse/ Godown for Rent in abc Bangalore,,₹1 Lac,,Immediately,
Showroom for Rent in Uttarahalli Hobli Bangalore,,"₹70,000",Carpet Area550 sqft,Immediately,
"4 BHK Flat for Rent in Prestige Pinewood, Koramangala, Bangalore",,₹1.5 Lac,Super Area2461 sqft,6,16.0
Office Space for Rent in Jc Nagar Bangalore,,₹1.5 Lac,Super Area350 sqft,Bachelors/Family,3.0
"2 BHK Flat for Rent in Metropolis Gurukrupa, A Block AECS Layout, Bangalore",,"₹32,000",Super Area1240 sqft,2,2.0
"3 BHK Flat for Rent in Yelachenahalli, Kumaraswamy Layout, Kanakapura Road, Bangalore",,"₹26,000",Carpet Area1150 sqft,2,2.0
"Showroom for Rent in Near presidency university, Dibbur Bangalore",,"₹15,000",Super Area1000 sqft,Immediately,
Office Space for Rent in Mahalakshmi Layout Bangalore,,₹1 Lac,Carpet Area1800 sqft,Bachelors/Family,1.0
"Office Space for Rent in HRBR Layout 2nd Block, Bangalore Bangalore",,₹1.1 Lac,Super Area1200 sqft,Bachelors/Family,1.0
"Shop for Rent in Richmond Town, Richmond Town Bangalore",,₹1.5 Lac,Carpet Area1400 sqft,Immediately,
1 BHK House for Rent in Sarjapur Road Bangalore,,"₹12,000",Carpet Area600 sqft,1,1.0
Office Space for Rent in Stage 2nd BTM Layout Bangalore,,₹6 Lac,Carpet Area3200 sqft,Bachelors/Family,4.0
"3 BHK Flat for Rent in Confident Oxygen, Sarjapur Road, Bangalore",,"₹40,000",Super Area1114 sqft,2,12.0
2 BHK House for Rent in Bagalur Main Road Bangalore,,"₹12,000",Carpet Area1100 sqft,2,2.0
Land for Rent in Amruthnagar Bangalore,,₹1.2 Lac,,Immediately,
1 BHK House for Rent in R T Nagar Bangalore,,"₹8,000",Carpet Area300 sqft,1,1.0
Office Space for Rent in Shanti Nagar Bangalore,,₹2.9 Lac,Carpet Area2600 sqft,Bachelors/Family,5.0
Showroom for Rent in Marathahalli Sarjapur Outer Ring Road Bangalore,,₹2 Lac,Carpet Area2300 sqft,Bachelors/Family,5.0
Warehouse/ Godown for Rent in Block 7th Jayanagar Bangalore,,₹2 Lac,Super Area2200 sqft,Immediately,
"2 BHK House for Rent in Kamakya Layout, Banashankari Stage 3 Bangalore",,"₹11,000",Carpet Area800 sqft,2,2.0
Office Space for Rent in Kudlu Bangalore,,₹1.8 Lac,Carpet Area8000 sqft,Bachelors/Family,5.0
Land for Rent in Yeshwanthpur Industrial Suburb Bangalore,,₹2.4 Lac,Built Area12000 sqft,Immediately,
Warehouse/ Godown for Rent in Lal Bagh Main Road Bangalore,,₹3 Lac,Super Area5000 sqft,Immediately,
"Studio Apartment for Rent in Thubarahalli, Whitefield, Bangalore",,"₹11,000",Carpet Area290 sqft,1,1.0
Office Space for Rent in Stage 2nd Banashankari Bangalore,,₹15 Lac,Carpet Area15000 sqft,Bachelors/Family,6.0
"2 BHK Flat for Rent in SBB Sapphire, Nallurahalli Main Road, Bangalore",,"₹45,000",Super Area1215 sqft,2,2.0
Office Space for Rent in Hongasandra Bangalore,,₹3.4 Lac,Super Area5187 sqft,Bachelors/Family,6.0
Office Space for Rent in Stage 2nd Uttarahalli Hobli Bangalore,,₹15 Lac,"Super Area15,000 sqft",Bachelors/Family,6.0
Showroom for Rent in Kanakapura Road Bangalore,,₹2 Lac,Carpet Area1300 sqft,Bachelors/Family,1.0
Office Space for Rent in Bagaluru Bangalore,,₹37 Lac,Carpet Area128000 sqft,Bachelors/Family,4.0
Plot/Land for Rent in Kaggalipura Bangalore,,₹32.4 Lac,Plot Area1200 sqft,Bachelors/Family,
Warehouse/ Godown for Rent in Cheemasandra Bangalore,,₹1 Lac,Super Area4800 sqft,Immediately,
Warehouse/ Godown for Rent in Nelamangala Town Bangalore,,"₹90,000",Super Area5000 sqft,Immediately,
Industrial Building for Rent in Vivekananda Layout Doddahalli Chintamani Bangalore,,₹6.5 Lac,"Super Area24,000 sqft",Immediately,
"Office Space for Rent in Okalipuram, Srirampuram Bangalore",,₹1 Lac,Super Area3500 sqft,Bachelors/Family,1.0
Industrial Building for Rent in Nayanda Halli Bangalore,,"₹76,000",Super Area3000 sqft,Immediately,
Office Space for Rent in Jakkur Road Bangalore,,₹6.5 Lac,Super Area6500 sqft,Bachelors/Family,3.0
3 BHK Flat for Rent in Bangalore,,₹1.2 Lac,Super Area1800 sqft,3,4.0
2 BHK House for Rent in Sector 3 HSR Layout Bangalore,,"₹21,000",Carpet Area950 sqft,2,2.0
Warehouse/ Godown for Rent in Nandini Layout Bangalore,,"₹27,500",Super Area1200 sqft,Immediately,
"3 BHK Flat for Rent in Yuva NDR Abode, Aecs Layout-Singasandra, Singasandra, Hosur Road, Bangalore",,"₹32,000",Super Area1310 sqft,2,2.0
5 BHK Villa for Rent in White Orchids Whitefield Bangalore,,₹1 Lac,Super Area3200 sqft,4,4.0
5 BHK Villa for Rent in White Orchids Whitefield Bangalore,,₹1 Lac,Super Area3200 sqft,4,4.0
Land for Rent in Kodathi Bangalore,,₹27.5 Lac,Built Area50000 sqft,Immediately,
Shop for Rent in Banaswadi Bangalore,,₹2.5 Lac,Carpet Area2000 sqft,Bachelors/Family,
"10 BHK House for Rent in Doddanagamangala, Bangalore Bangalore",,"₹90,000",Super Area3000 sqft,10,10.0
3 BHK Flat for Rent in Bangalore,,₹1.1 Lac,Carpet Area2100 sqft,3,3.0
Office Space for Rent in Sarjapur Road Bangalore,,₹2.1 Lac,Super Area9600 sqft,Bachelors/Family,4.0
"1 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",,"₹7,500",Carpet Area600 sqft,1,1.0
Land for Rent in Harohalli Bangalore Rural Bangalore,,₹1.1 Lac,Built Area22000 sqft,Immediately,
"2 BHK Flat for Rent in Paradise Lakshmi Eswaran Paradise, Kacharakanahalli, Bangalore",,"₹22,000",Super Area735 sqft,2,2.0
Office Space for Rent in Block 7th Jayanagar Bangalore,,"₹89,000",Super Area2000 sqft,Bachelors/Family,2.0
Warehouse/ Godown for Rent in bolare Bangalore,,₹2.5 Lac,"Super Area16,000 sqft",Immediately,
"Office Space for Rent in Hoodi, Hoodi Bangalore",,"₹60,000",Super Area810 sqft,Bachelors/Family,5.0
4 BHK Villa for Rent in Sarjapura Attibele Road Bangalore,,"₹60,000",Carpet Area4750 sqft,4,4.0
Industrial Land for Rent in near international airport doddaballapura Bangalore,,₹2 Lac,Built Area75000 sqft,Immediately,
Showroom for Rent in Kasturi Nagar Bangalore,,₹1.5 Lac,Super Area3000 sqft,Bachelors/Family,4.0
Industrial Building for Rent in Saptagiri Layout Hosakerehalli Bangalore,,₹3.5 Lac,Super Area3850 sqft,Immediately,
Land for Rent in Muthanallur Bangalore,,₹7 Lac,Built Area172500 sqft,Immediately,
Office Space for Rent in Koramangala 80 Feet Road Bangalore,,₹3 Lac,Carpet Area2700 sqft,Bachelors/Family,4.0
2 BHK House for Rent in Margondanahalli Bangalore,,"₹25,000",Carpet Area1150 sqft,2,2.0
Shop for Rent in Hampi Nagar Bangalore,,"₹3,000",Super Area75 sqft,Immediately,
1 BHK House for Rent in Vishwanath Naganahalli Main Road Bangalore,,"₹12,000",Super Area600 sqft,1,1.0
Land for Rent in Singapura Bangalore,,₹1 Lac,Built Area13500 sqft,Immediately,
"Builder Floor for Rent in Ramamurthy Nagar, Bangalore",,"₹13,000",,Immediately,
2 BHK House for Rent in Jc Nagar Bangalore,,"₹10,000",Super Area600 sqft,1,2.0
Warehouse/ Godown for Rent in RT Nagar Bangalore,,"₹65,000",Super Area3200 sqft,Immediately,
Office Space for Rent in Devanahalli Bangalore,,₹2.4 Lac,Carpet Area4000 sqft,Bachelors/Family,5.0
Industrial Land for Rent in Kempegowda International Airport Road Bangalore,,₹7 Lac,Built Area54250 sqft,Immediately,
"2 BHK Flat for Rent in Annaiah Reddy Layout Dodda Banaswadi, Bangalore",,"₹28,000",Super Area1100 sqft,2,2.0
Office Space for Rent in Phase 1 Peenya Bangalore,,₹2.2 Lac,Carpet Area1374 sqft,Bachelors/Family,12.0
Warehouse/ Godown for Rent in Cheemasandra Bangalore,,₹1.4 Lac,Super Area6225 sqft,Immediately,
"Office Space for Rent in Thubarahalli, Whitefield Bangalore",,₹1.5 Lac,Super Area2464 sqft,Bachelors/Family,4.0
Office Space for Rent in Hennur Gardens Bangalore,,"₹32,000",Super Area480 sqft,Immediately,
Office Space for Rent in Marathahalli Bangalore,,"₹80,000",Super Area1500 sqft,Bachelors/Family,5.0
3 BHK Flat for Rent in Bangalore,,"₹85,000",Carpet Area1500 sqft,3,3.0
Office Space for Rent in Statesman Building Bangalore,,₹1.5 Lac,Carpet Area1000 sqft,Bachelors/Family,13.0
Land for Rent in Sidedahalli Bangalore,,₹3 Lac,Built Area15000 sqft,Immediately,
Industrial Land for Rent in Hoskote Chintamani Road Bangalore,,₹1.8 Lac,,Immediately,
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",,"₹16,500",Carpet Area1065 sqft,2,2.0
"Industrial Land for Rent in Rachenahalli, Thanisandra Bangalore",,₹1 Lac,Built Area5000 sqft,Immediately,
Land for Rent in Thanisandra Main Road Bangalore,,₹5 Lac,Built Area25000 sqft,Immediately,
Office Space for Rent in Banaswadi Bangalore,,₹1.3 Lac,Carpet Area1850 sqft,Bachelors/Family,1.0
"3 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",,"₹30,000",Super Area1915 sqft,3,3.0
Shop for Rent in R.T.NAGAR Bangalore,,"₹50,000",Carpet Area1450 sqft,Immediately,
"Land for Rent in Stage 1st Peenya, Bangalore Bangalore",,₹5 Lac,Built Area65000 sqft,Immediately,
Office Space for Rent in Phase 8th JP Nagar Bangalore,,"₹65,000",Carpet Area2700 sqft,Bachelors/Family,4.0
Office Space for Rent in Ramaiah Bangalore,,"₹85,000",Carpet Area1107 sqft,Bachelors/Family,4.0
"3 BHK Flat for Rent in Sumadhura Silver Ripples, Borewell Road, Bangalore",,"₹70,000",Carpet Area1500 sqft,3,3.0
Office Space for Rent in Block 9th Jayanagara Bangalore,,"₹65,000",Super Area1100 sqft,Bachelors/Family,3.0
Showroom for Rent in Krishnarajapura Bangalore,,₹3 Lac,Super Area3500 sqft,Bachelors/Family,2.0
Warehouse/ Godown for Rent in Kumbalagodu Gollahalli Road Bangalore,,₹2.9 Lac,"Super Area13,200 sqft",Immediately,
1 BHK House for Rent in Yelahanka Bangalore,,"₹9,000",Carpet Area700 sqft,1,2.0
Office Space for Rent in Ayyappa Nagar Krishnarajapura Bangalore,,"₹75,000",Carpet Area1250 sqft,Bachelors/Family,2.0
Warehouse/ Godown for Rent in Medahalli Bangalore,,₹1.3 Lac,Super Area5000 sqft,Immediately,
2 BHK House for Rent in Vidyapeeta Layout Bangalore,,"₹10,000",Carpet Area550 sqft,1,1.0
"2 BHK Flat for Rent in Himagiri Paradise, CV Raman Nagar, Bangalore",,"₹20,000",Carpet Area960 sqft,2,2.0
Warehouse/ Godown for Rent in Kogilu Bangalore,,"₹60,000",Super Area2400 sqft,Immediately,
Office Space for Rent in Thambu Chetty Palya Bangalore,,"₹70,000",Carpet Area1650 sqft,Bachelors/Family,2.0
Office Space for Rent in Bagalur Colony Bangalore,,"₹80,000",Carpet Area1450 sqft,Bachelors/Family,5.0
"2 BHK Flat for Rent in Signature Meadows, Bangalore",,"₹23,000",Carpet Area600 sqft,2,2.0
Office Space for Rent in Chinmaya Mission Hospital Road Bangalore,,₹3 Lac,Super Area3500 sqft,Bachelors/Family,4.0
Land for Rent in Bilekahalli Bangalore,,₹1.1 Lac,Built Area1700 sqft,Immediately,
Shop for Rent in Nri Layout Bangalore,,"₹10,000",Super Area150 sqft,Immediately,
Land for Rent in . Bangalore,,₹4 Lac,Built Area10000 sqft,Immediately,
Land for Rent in Muthanallur Bangalore,,₹5.5 Lac,Built Area55000 sqft,Immediately,
Warehouse/ Godown for Rent in Mahadevapura Bangalore,,₹2.8 Lac,Super Area3800 sqft,Immediately,
"1 BHK Flat for Rent in Ajmera Nucleus, Phase 2 Electronic City, Bangalore",,"₹26,000",Carpet Area400 sqft,1,14.0
"Land for Rent in East Of Ngef Layout, Bennigana Halli Bangalore",,"₹70,000",Built Area2400 sqft,Immediately,
Showroom for Rent in RT Nagar Bangalore,,₹1.3 Lac,Super Area1000 sqft,Bachelors/Family,3.0
